run_name,test_acc,test_weighted_f1_avg,test_unseen_matched_acc,test_unseen_matched_weighted_f1_avg
pad_jitter,92.92904290429043,0.9282834378808533,48.833333333333336,0.5588747043691386
pad_none,92.48349834983499,0.9235422761975208,44.43055555555556,0.47616684346287086
pad_flip_jitter,90.56930693069307,0.9051788522706042,50.986111111111114,0.5854489651906039
crop_all,83.55610561056106,0.8344319063354056,55.69444444444444,0.6269533400704262
