run_name,test_acc,test_weighted_f1_avg,test_unseen_matched_acc,test_unseen_matched_weighted_f1_avg
none,90.93234323432343,0.9083573051853019,49.43055555555556,0.554417247779766
random_resized_crop,90.23927392739274,0.9011287819150169,49.958333333333336,0.5610021805231852
color_jitter,88.37458745874588,0.8841277465854921,48.55555555555556,0.5405967120640818
both,84.0016501650165,0.8386713193019376,55.611111111111114,0.6290265861094825
