run_name,test_acc,test_weighted_f1_avg,test_unseen_matched_acc,test_unseen_matched_weighted_f1_avg,test_unseen_related_acc,test_unseen_related_weighted_f1_avg
vit_b_16,94.91749174917491,0.949634769896796,41.47222222222222,0.48655687353213783,22.319444444444443,0.25660133887008196
baseline,94.55445544554455,0.9454982616856212,39.47222222222222,0.4264082319910003,18.23611111111111,0.22296425546202842
resnet18,94.11716171617162,0.9414970355978141,45.75,0.48254396403165617,20.86111111111111,0.2590531749084819
efficientnet_b0,92.43399339933994,0.9247939779367677,43.541666666666664,0.4940246661458376,20.88888888888889,0.25276124118030285
deit_tiny,91.88118811881188,0.9188390864183366,38.25,0.44034967786243684,20.13888888888889,0.24193725041495137
t3_tiny,86.51815181518151,0.8620048187823948,31.694444444444443,0.3791497351214401,11.38888888888889,0.14931017475946406
