run_name,test_acc,test_weighted_f1_avg,test_unseen_matched_acc,test_unseen_matched_weighted_f1_avg,test_unseen_related_acc,test_unseen_related_weighted_f1_avg
force_level_1,85.98039215686275,0.8476539711190155,21.291666666666668,0.18482098128292967,16.375,0.2081470300425591
sliding,85.26143790849673,0.8390829142099872,29.13888888888889,0.33232173364282475,15.416666666666666,0.21576506132157217
rotation,79.57516339869281,0.7791793579089342,34.75,0.3784472608276823,18.805555555555557,0.24185472178580092
force_level_2,73.87254901960785,0.7266972694131445,27.458333333333332,0.2924589113119662,22.833333333333332,0.29952316490533376
force_level_3,67.86764705882354,0.6631692463948953,27.041666666666668,0.28123940985252543,18.0,0.22384238299677256
