run_name,test_acc,test_weighted_f1_avg,test_unseen_matched_acc,test_unseen_matched_weighted_f1_avg
ssvtp_all,64.07590759075907,0.6407715431068062,21.09722222222222,0.254873171936989
t3_all,40.585808580858085,0.38966117420403684,16.23611111111111,0.1941176931519689
