run_name,test_acc,test_weighted_f1_avg,test_unseen_matched_acc,test_unseen_matched_weighted_f1_avg,test_unseen_related_acc,test_unseen_related_weighted_f1_avg
no_norm,90.63531353135313,0.9056030884172234,32.708333333333336,0.35732185395622196,16.90277777777778,0.2138469811305452
imagenet_norm,90.1897689768977,0.9007986552392413,33.56944444444444,0.35247522927746383,18.208333333333332,0.23271366862347356
dataset_norm,90.11551155115511,0.8997195982187528,34.56944444444444,0.3527532782351743,19.52777777777778,0.2430934142309291
