run_name,test_acc,test_weighted_f1_avg,test_unseen_matched_acc,test_unseen_matched_weighted_f1_avg,test_unseen_related_acc,test_unseen_related_weighted_f1_avg
pad_none,90.29702970297029,0.8986855270361916,28.26388888888889,0.2878476024721751,13.055555555555555,0.18741953810779974
pad_flip_jitter,86.22937293729373,0.8592976038492842,31.38888888888889,0.3618570835977485,19.916666666666668,0.24502251706242495
pad_jitter,86.02310231023102,0.8569796447158898,30.51388888888889,0.3341324669088804,19.11111111111111,0.25048581609234166
crop_all,79.54620462046205,0.7900522590261329,37.375,0.4359139787348761,17.625,0.2391764565379216
