run_name,test_acc,test_weighted_f1_avg,test_unseen_matched_acc,test_unseen_matched_weighted_f1_avg
pad_none,89.81848184818482,0.8959319001360413,30.25,0.28132916116841816
pad_flip_jitter,86.55115511551155,0.864864169441417,33.97222222222222,0.37084428509404826
pad_jitter,83.27557755775578,0.8298670087013126,31.76388888888889,0.32107782685156483
crop_all,80.52805280528052,0.8021354203745544,41.05555555555556,0.46434349601553726
